Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,Artist_Track
Faint [Official Music Video] - Linkin Park,Linkin Park,378323695.0,2061834.0,65731.0,True,True,413355749.0,Linkin Park-Faint
Alicia Keys - Empire State Of Mind (Part II) Broken Down (Official Video),Kenny Eagle,92091.0,369.0,11.0,False,False,335205769.0,Alicia Keys-Empire State of Mind (Part II) Broken Down
Beyoncé - CUFF IT (Music Video),RENAISSANCE CLUB,8893257.0,135456.0,2986.0,False,False,354986175.0,Beyoncé-CUFF IT
KORDHELL - MURDER IN MY MIND // speed up,Psycor,12652919.0,186446.0,2520.0,False,False,67480391.0,Kordhell-Murder In My Mind - Sped Up
The Offspring - Why Don't You Get A Job? (Official Music Video),OffspringVEVO,85198875.0,522270.0,9544.0,True,True,255100308.0,The Offspring-Why Don't You Get A Job
Maná - Clavado En Un Bar (Video Oficial),OficialMana,124012445.0,328746.0,7573.0,True,True,278568516.0,Maná-Clavado En Un Bar
d4vd - D.T.N (Official Audio),d4vd,276040.0,8259.0,116.0,False,True,2136578.0,d4vd-DTN
50 Cent - If I Can't (Official Music Video),Wu Sound,46096.0,612.0,14.0,False,False,210473579.0,50 Cent-If I Can't
Tory Lanez - Lady Of Namek [Official Music Video],Tory Lanez,17773546.0,170898.0,9500.0,True,True,53989958.0,Tory Lanez-Lady Of Namek
"Luis Miguel - ""La Incondicional"" (Video Oficial)",Warner Music México,157325196.0,604843.0,20964.0,True,True,392257514.0,Luis Miguel-La Incondicional
"Enrique Iglesias - SUBEME LA RADIO (Official Video) ft. Descemer Bueno, Zion & Lennox",EnriqueIglesiasVEVO,1447988752.0,6354591.0,165760.0,True,True,622083603.0,Enrique Iglesias-SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox)
You and I (Official Audio),d4vd,630165.0,22434.0,746.0,False,True,14029309.0,d4vd-You and I
"Aventura, Bad Bunny - Volví (Video Oficial)",Romeo Santos,406596572.0,3188530.0,69341.0,True,True,609731838.0,Aventura-Volví
KORDHELL - SCOPIN,KORDHELL,8806509.0,158833.0,1372.0,False,True,29919743.0,Kordhell-Scopin
Jhené Aiko feat. Kurupt -Never Call Me (Slauson Hills Edition),Jhené Aiko,67387515.0,445923.0,9915.0,False,True,81585162.0,Jhené Aiko-Never Call Me
T-Pain - Best Love Song ft. Chris Brown,TPainVEVO,53292924.0,321781.0,23084.0,True,True,135396308.0,T-Pain-Best Love Song
Ponni Nadhi - Full Video | Ponniyin Selvan 1 | Tamil | AR Rahman | Mani Ratnam | Karthi,Tips Tamil,16992074.0,127548.0,2513.0,True,True,33410129.0,"A.R. Rahman-Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil"
Jhené Aiko - The Worst (Official Music Video),JheneAikoVEVO,162601918.0,1086470.0,25685.0,True,True,241011213.0,Jhené Aiko-The Worst
Daft Punk - Lose Yourself to Dance (Official Version),DaftPunkVEVO,195983803.0,1115598.0,37436.0,True,True,274711166.0,Daft Punk-Lose Yourself to Dance (feat. Pharrell Williams)
Gorillaz - Clint Eastwood (Official Video),Gorillaz,618480958.0,6197318.0,155930.0,True,True,617259738.0,Gorillaz-Clint Eastwood
"VIZÃO DE CRIA 2 - Anezzi, Tz da Coronel, Filipe Ret, Caio Luccas, PJ HOUDINI, MC Maneirinho, Dallass",NADAMAL,54275792.0,449472.0,7376.0,True,True,26607061.0,Tz da Coronel-Vizão de Cria 2
Red Hot Chili Peppers - Otherside [Official Music Video],Red Hot Chili Peppers,673528656.0,3140356.0,60091.0,True,True,732774515.0,Red Hot Chili Peppers-Otherside
Snap (Eurovision 2022 - Armenia / Karaoke Version),Rosa Linn - Topic,18056.0,336.0,0.0,True,True,590511.0,Rosa Linn-Snap - Eurovision 2022 - Armenia / Karaoke Version
Starman (2012 Remaster),David Bowie - Topic,36838035.0,438137.0,1885.0,True,True,344532624.0,David Bowie-Starman - 2012 Remaster
blink-182 - I Miss You (Official Video),blink182VEVO,351164165.0,1840581.0,94913.0,True,True,597137046.0,blink-182-I Miss You
Korn - Twisted Transistor,David Hmeljov,2337145.0,30760.0,1073.0,False,False,128802098.0,Korn-Twisted Transistor
Muse - Starlight [Official Music Video],Muse,172296428.0,814237.0,29034.0,True,True,316493449.0,Muse-Starlight
John Mayer - Slow Dancing In A Burning Room [HD],aDOCTORbutWHO,7953222.0,39946.0,1087.0,False,False,397400002.0,John Mayer-Slow Dancing in a Burning Room
Yaaradi Nee Mohini - Venmegam Video | Dhanush | Yuvanshankar Raja,SonyMusicSouthVEVO,64425785.0,431119.0,11445.0,True,True,26277076.0,Yuvan Shankar Raja-Venmegam
Daft Punk - Digital Love (Official Video),Daft Punk,30079390.0,203063.0,8957.0,True,True,115484456.0,Daft Punk-Digital Love
The Eagles - Take it easy - (Live at the capital center 1977),York,344621.0,3846.0,159.0,False,False,456755530.0,Eagles-Take It Easy - 2013 Remaster
Oasis - Half The World Away (Official Lyric Video),OasisVEVO,17748202.0,94151.0,4359.0,True,True,,Oasis-Half The World Away - Remastered
P!nk - So What (Official Video),PinkVEVO,432775314.0,2187945.0,60960.0,True,True,471672024.0,P!nk-So What
Green Day - Boulevard Of Broken Dreams [Official Music Video],Green Day,694614010.0,5750425.0,166526.0,True,True,551065028.0,Green Day-Boulevard of Broken Dreams
System Of A Down - Sugar (Official HD Video),systemofadownVEVO,128056329.0,757083.0,31832.0,True,True,181343293.0,System Of A Down-Sugar
Numb [Official Music Video] - Linkin Park,Linkin Park,1928733776.0,12341722.0,550921.0,True,True,1195213410.0,Linkin Park-Numb
"César Menotti & Fabiano, Ana Castela - Eu Sem Você Não Dá (Clipe Oficial)",César Menotti e Fabiano,5108002.0,40372.0,1306.0,True,True,5969811.0,Ana Castela-Eu Sem Você Não Dá
"Harold Faltermeyer, Lady Gaga, Hans Zimmer, & Lorne Balfe – Main Titles",Interscope Records,1825118.0,19078.0,620.0,False,False,20954709.0,Hans Zimmer-Main Titles (You’ve Been Called Back to Top Gun)
,,,,,,,282204.0,Bibi Blocksberg-Kapitel 06: Der Hexenbesenausflug (Folge 146)
Billy Joel - We Didn't Start the Fire (Official Video),billyjoelVEVO,150509354.0,937226.0,64811.0,True,True,368967530.0,Billy Joel-We Didn't Start the Fire
Gorillaz - Rhinestone Eyes [Storyboard Film] (Official Music Video),Gorillaz,72011645.0,1079128.0,31003.0,True,True,310083733.0,Gorillaz-Rhinestone Eyes
Hum Tum,Alka Yagnik - Topic,1225763.0,11369.0,18.0,True,True,13050825.0,Alka Yagnik-Hum Tum
Daft Punk - One More Time (Official Video),Daft Punk,432177586.0,2707992.0,110189.0,True,True,471747761.0,Daft Punk-One More Time
U2 - With Or Without You (Official Music Video),U2VEVO,112720876.0,762547.0,18001.0,True,True,803376048.0,U2-With Or Without You - Remastered
John Mayer - Waiting On the World to Change (Official Video),johnmayerVEVO,53912623.0,297493.0,13691.0,True,True,333846640.0,John Mayer-Waiting On the World to Change
Jhené Aiko - B.S. (Animated Visual) ft. H.E.R.,JheneAikoVEVO,17364676.0,248255.0,4483.0,True,True,197879558.0,Jhené Aiko-B.S. (feat. H.E.R.)
T-Pain - Buy U A Drank (Shawty Snappin') (Official HD Video) ft. Yung Joc,TPainVEVO,242720850.0,1371714.0,33213.0,True,True,513981867.0,T-Pain-Buy U a Drank (Shawty Snappin') (feat. Yung Joc)
Stevie Wonder - Superstition — (Official Music Video),Weedy Weed Smoker,139334.0,1985.0,65.0,False,False,507328694.0,Stevie Wonder-Superstition - Single Version
The Black Eyed Peas - Just Can't Get Enough (Official Music Video),BlackEyedPeasVEVO,292211575.0,1594576.0,70720.0,True,True,331578264.0,Black Eyed Peas-Just Can’t Get Enough
Alejandro Fernández - Me Dedique A Perderte (Video Oficial),AFernandezVEVO,459879507.0,1139522.0,25291.0,True,True,456626889.0,Alejandro Fernández-Me Dediqué a Perderte
Marc Anthony - Flor Pálida (Official Video),marcanthonyVEVO,779912333.0,1651705.0,31399.0,True,True,212268694.0,Marc Anthony-Flor Pálida
Die drei Fragezeichen - Das Geheimnis der Geisterinsel,Serien Schätze de,21912.0,256.0,5.0,False,False,,Die drei ???-Teil 1 - Das Geheimnis der Geisterinsel
pinkpantheress - just for me (Official Video),PP_ROCKSXX,5349559.0,251028.0,7162.0,True,True,127256629.0,PinkPantheress-Just for me
Love Today - Mamakutty Video | Pradeep Ranganathan | Yuvan Shankar Raja | AGS,Sony Music South,15311499.0,271624.0,2608.0,True,True,5502218.0,Yuvan Shankar Raja-Mamakutty
John Mayer - Last Train Home (Official Video),johnmayerVEVO,13373221.0,212377.0,17148.0,True,True,87694128.0,John Mayer-Last Train Home
Radiohead - Nude,Radiohead,12205514.0,124486.0,4536.0,True,True,86388469.0,Radiohead-Nude
"Enrique Iglesias, Juan Luis Guerra - Cuando Me Enamoro (Official Music Video)",EnriqueIglesiasVEVO,806094362.0,2513313.0,63530.0,True,True,295321992.0,Enrique Iglesias-Cuando Me Enamoro
Oscar Maydon - Me Gusta Lo Bueno [En Vivo],Rancho Humilde,508911.0,10086.0,168.0,False,False,1775558.0,Oscar Maydon-Me Gusta Lo Bueno
Ludovico Einaudi - Natural Light (Performance Video),LudovicoEinaudiVEVO,653911.0,12247.0,409.0,True,True,31987794.0,Ludovico Einaudi-Natural Light
"Yo-Yo Ma - Bach: Cello Suite No. 1 in G Major, Prélude (Official Video)",YoYoMaVEVO,14668617.0,252043.0,6073.0,True,True,227984734.0,"Johann Sebastian Bach-Cello Suite No. 1 in G Major, BWV 1007: I. Prélude"
Bibi Blocksberg - Der Hexenbesenausflug (Folge 146) | EXTRALANGE Hörprobe,Bibi Blocksberg TV,12010.0,177.0,44.0,True,True,282266.0,Bibi Blocksberg-Kapitel 09: Der Hexenbesenausflug (Folge 146)
Coldplay - The Scientist (Official 4K Video),Coldplay,1082588109.0,5532787.0,124357.0,True,True,1465980600.0,Coldplay-The Scientist
"Full Song: KHAIRIYAT (BONUS TRACK) | CHHICHHORE | Sushant, Shraddha | Pritam, Amitabh B|Arijit Singh",T-Series,878651534.0,6735409.0,247220.0,True,True,141640304.0,Pritam-Khairiyat
Lil Uzi Vert - Neon Guts feat. Pharrell Williams [Official Visualizer],LIL UZI VERT,35793144.0,431472.0,11252.0,True,True,219355874.0,Pharrell Williams-Neon Guts (feat. Pharrell Williams)
Aerosmith - Rag Doll (Official Music Video),AerosmithVEVO,5748095.0,49199.0,1401.0,True,True,61272691.0,Aerosmith-Rag Doll
Ricardo Arjona - Desnuda (Official Video,Ricardo Arjona,1189417.0,4573.0,210.0,False,True,88266114.0,Ricardo Arjona-Desnuda
Daft Punk - Get Lucky (Official Video) feat. Pharrell Williams and Nile Rodgers,convar HUN,32310867.0,956073.0,19646.0,False,False,844698895.0,Daft Punk-Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit
Brain Damage / Eclipse - Pink Floyd - Music Video [HQ],Good Old Music,33552.0,,56.0,False,False,,Pink Floyd-Brain Damage
por amarte enrique iglesias video official,victor alfonso gonzalez farfan,151042.0,1785.0,50.0,False,False,60507888.0,Enrique Iglesias-Por Amarte
d4vd - Bleed Out (Official Audio),d4vd,333689.0,11977.0,251.0,False,True,3237224.0,d4vd-Bleed Out
"Rvssian, Rauw Alejandro & Chris Brown — Nostálgico (Official Video)",Rvssian,89848525.0,873194.0,15899.0,False,True,381634599.0,Chris Brown-Nostálgico
Paulo e Nathan feat. Mari Fernandez - Pessoa Errada (Clipe Oficial),Paulo e Nathan,6289967.0,19132.0,1616.0,False,True,3578574.0,Mari Fernandez-Pessoa Errada - Ao Vivo
David Bowie - Rebel Rebel • TopPop,TopPop,6078627.0,53197.0,1780.0,True,True,310269583.0,David Bowie-Rebel Rebel - 2016 Remaster
"Whitney Houston, Mariah Carey - When You Believe (Official HD Video)",whitneyhoustonVEVO,426709954.0,1951101.0,74511.0,True,True,122739854.0,Whitney Houston-When You Believe - from The Prince of Egypt
Radiohead - Karma Police,Radiohead,89246405.0,593396.0,17682.0,True,True,382823305.0,Radiohead-Karma Police
Korn - Freak On a Leash (Official HD Video),KornVEVO,261866868.0,1452692.0,44509.0,True,True,343955425.0,Korn-Freak On a Leash
"Plan B Feat. Trick Daddy, Trina & Lda - Frikitona New York City (Official Remix).wmv",rumbapumbamono,144740.0,1987.0,52.0,False,False,104897502.0,Plan B-Frikitona
John Mayer - I Guess I Just Feel Like (Official Lyric Video),johnmayerVEVO,9662353.0,120134.0,4792.0,True,True,186705164.0,John Mayer-I Guess I Just Feel Like
Beyoncé - Halo,BeyoncéVEVO,1357273902.0,6931695.0,203892.0,True,True,1257746758.0,Beyoncé-Halo
d4vd - Here With Me [Official Music Video],d4vdVEVO,14157306.0,319226.0,9318.0,True,True,225283168.0,d4vd-Here With Me
Pearl Jam - Even Flow (Official Video),PearljamVEVO,140299491.0,701136.0,29129.0,True,True,410343432.0,Pearl Jam-Even Flow
Alejandro Fernández - Inexperto En Olvidarte (Official Video),AFernandezVEVO,3551746.0,40756.0,1295.0,True,True,8003078.0,Alejandro Fernández-Inexperto En Olvidarte
Alejandro Sanz - Deja Que Te Bese ft. Marc Anthony (Official Video),AlejandroSanzVEVO,181778115.0,551840.0,11271.0,True,True,200161100.0,Alejandro Sanz-Deja Que Te Bese
AC/DC - Hells Bells (Official Video),acdcVEVO,252038354.0,1067479.0,29353.0,True,True,296521772.0,AC/DC-Hells Bells
Madvillain - Fancy Clown,Stones Throw,3740405.0,53352.0,2339.0,False,False,44020873.0,MF DOOM-Fancy Clown
Madonna - Papa Don't Preach (Official Video) [HD],Madonna,190854082.0,760601.0,38055.0,True,True,98986814.0,Madonna-Papa Don't Preach
Ricardo Arjona - El Problema (Video Oficial),Es Filosofia Arjona,117917.0,1765.0,48.0,False,False,163427363.0,Ricardo Arjona-El Problema
For Whom The Bell Tolls (Remastered),Metallica - Topic,23666398.0,274106.0,667.0,True,True,,Metallica-For Whom The Bell Tolls (Remastered)
"Orochi ""Amém"" feat. TZ da Coronel (prod. Kizzy)",Orochi,846795.0,34925.0,758.0,True,True,1415321.0,Tz da Coronel-Amém
Korn - Falling Away from Me (Official HD Video),KornVEVO,137970554.0,797065.0,25290.0,True,True,214140647.0,Korn-Falling Away from Me
Eminem - Stan (Long Version) ft. Dido,EminemVEVO,623027280.0,5152714.0,199113.0,True,True,799979337.0,Eminem-Stan
Creedence Clearwater Revival - Lookin' Out My Back Door,CCRVEVO,111018934.0,562192.0,14105.0,True,True,178387111.0,Creedence Clearwater Revival-Lookin' Out My Back Door
MGMT - Congratulations (Official Video),MGMTVEVO,12423513.0,81932.0,6880.0,True,True,54235110.0,MGMT-Congratulations
"ENHYPEN  ""Polaroid Love"" (Live Performance) | Open Mic",Genius,12428493.0,444025.0,7603.0,True,True,165413189.0,ENHYPEN-Polaroid Love
David Bowie - Changes [Official Lyric Video],David Bowie,1755891.0,29636.0,914.0,True,True,155279152.0,David Bowie-Changes - 2015 Remaster
Dream On Aerosmith Official Music Video,METALinYOURface1,3584082.0,26655.0,1046.0,False,False,771341288.0,Aerosmith-Dream On
The Rolling Stones - Start Me Up - Official Promo,The Rolling Stones,60003095.0,365496.0,13142.0,False,True,472974502.0,The Rolling Stones-Start Me Up - Remastered 2009
"Luis Miguel - ""La Media Vuelta"" (Video Oficial)",Warner Music México,130543675.0,344687.0,11739.0,True,True,229810217.0,Luis Miguel-La Media Vuelta
"Morat, Juanes - 506",MoratVEVO,29331292.0,483761.0,10542.0,True,True,57873543.0,Juanes-506
Mari Fernandez - COMUNICAÇÃO FALHOU feat. Nattan (DVD Ao Vivo em Fortaleza),Mari Fernandez,161330128.0,686241.0,4937.0,False,True,124536923.0,Mari Fernandez-Comunicação Falhou - Ao Vivo
"Jack Johnson - Sitting, waiting, wishing",Nuno Felício,11403.0,208.0,7.0,False,False,282698254.0,"Jack Johnson-Sitting, Waiting, Wishing"
"Dr. Dre - The Next Episode (Official Music Video) ft. Snoop Dogg, Kurupt, Nate Dogg",DrDreVEVO,623064998.0,5614192.0,137453.0,True,True,754591572.0,Dr. Dre-The Next Episode
"Diles - Bad Bunny, Ozuna, Farruko, Arcangel, Ñengo Flow",Hear This Music,986386304.0,3786939.0,81763.0,True,True,628424773.0,Farruko-Diles
"Warren G ""Party We Will Throw Now"" Ft. Nate Dogg & The Game | Official Music Video",Dash Radio,37353144.0,314682.0,4339.0,False,False,97613307.0,Nate Dogg-Party We Will Throw Now!
"Alejandro Sanz - Te Lo Agradezco, Pero No feat. Shakira (Video Oficial)",Warner Music México,35309110.0,133486.0,3278.0,True,True,84956063.0,"Alejandro Sanz-Te lo agradezco, pero no (feat. Shakira)"
The Cure - Lullaby,TheCureVEVO,70195776.0,413725.0,10787.0,True,True,,The Cure-Lullaby - 2010 Remaster
"The Rolling Stones - Paint It, Black (Official Lyric Video)",ABKCOVEVO,434986145.0,3050582.0,87518.0,True,True,834723073.0,"The Rolling Stones-Paint It, Black"
Oscar Maydon x El Padrinito Toys - Los Collares [En Vivo],Rancho Humilde,30216471.0,172991.0,1320.0,False,False,55511415.0,Oscar Maydon-Los Collares
"Drake, 21 Savage - Major Distribution (Audio)",DrakeVEVO,7706203.0,102385.0,2065.0,True,True,107919519.0,21 Savage-Major Distribution
TSLAMP,MGMT - Topic,2071242.0,24279.0,257.0,True,True,16831436.0,MGMT-TSLAMP
Vicente Fernández - No Me Sé Rajar (En Vivo [Un Azteca en el Azteca]),vicentefernandezVEVO,14245327.0,34922.0,793.0,True,True,27222519.0,Vicente Fernández-No Me Sé Rajar
Slipknot - Before I Forget [OFFICIAL VIDEO] [HD],Slipknot,249436786.0,1421839.0,42357.0,True,True,383553771.0,Slipknot-Before I Forget
"Stevie Wonder, Andra Day - Someday At Christmas",StevieWonderVEVO,8143042.0,85655.0,2025.0,True,True,60742972.0,Stevie Wonder-Someday At Christmas
Bon Jovi - Bed Of Roses (Official Music Video),BonJoviVEVO,320174390.0,1144189.0,39728.0,True,True,277814070.0,Bon Jovi-Bed Of Roses
Outkast - The Way You Move (Official Video) ft. Sleepy Brown,OutkastVEVO,70891093.0,478016.0,8700.0,True,True,138105493.0,Outkast-The Way You Move (feat. Sleepy Brown)
"Zac Efron, Vanessa Hudgens - Gotta Go My Own Way (From ""High School Musical 2"")",DisneyMusicVEVO,31222205.0,322458.0,11634.0,True,True,147021007.0,Disney-Gotta Go My Own Way
The Black Eyed Peas - Where Is The Love? (Official Music Video),BlackEyedPeasVEVO,888076529.0,4899065.0,180386.0,True,True,752091441.0,Black Eyed Peas-Where Is The Love?
Nate Dogg - Keep It G.A.N.G.S.T.A  (Feat. Lil Mo & Xzibit),Classic Hip-Hop Archive,196434.0,1678.0,57.0,False,False,11303566.0,Nate Dogg-Keep It G.A.N.G.S.T.A. (feat. Lil' Mo & Xzibit)
Break it off (Bonus),PinkPantheress - Topic,166720.0,3233.0,10.0,True,True,163993761.0,PinkPantheress-Break it off - Bonus
Chris Brown - Under The Influence (Official Video),ChrisBrownVEVO,83793080.0,1357047.0,42849.0,True,True,646937556.0,Chris Brown-Under The Influence
Green Day - 21 Guns [Official Music Video],Green Day,470464081.0,2920109.0,124685.0,True,True,470768474.0,Green Day-21 Guns
Alicia Keys - Girl on Fire (Official Video),aliciakeysVEVO,402155443.0,2839141.0,88494.0,True,True,481344405.0,Alicia Keys-Girl on Fire
"Rosa Linn - ""Snap"" - Fargo Remix  (Official Visualizer)",Rosa Linn,1070486.0,21409.0,217.0,False,True,14027673.0,Rosa Linn-SNAP - Fargo Remix
Dr. Dre - The Watcher (Dirty/Explicit Music Video) Remastered 1080p,Rap Smoke,1192.0,22.0,0.0,False,False,85334262.0,Dr. Dre-The Watcher
Mari Fernandez - QUANDO TEM SENTIMENTO [Video Oficial],Mari Fernandez,9586519.0,80205.0,1407.0,False,True,6035000.0,Mari Fernandez-Quando Tem Sentimento
Jhene Aiko- Blue Dream (Souled Out),PoeticSlum,7998774.0,53340.0,913.0,False,False,59039707.0,Jhené Aiko-Blue Dream
Eminem - Sing For The Moment (Official Music Video),EminemVEVO,454015875.0,2471743.0,99418.0,True,True,357737050.0,Eminem-Sing For The Moment
Plan B - Si No Le Contesto [Official Video],Pina Records,179532506.0,644599.0,22110.0,True,True,202160300.0,Plan B-Si No Le Contesto
T-Pain - Turn All the Lights On (Audio) ft. Ne-Yo,TPainVEVO,25468817.0,195252.0,5809.0,True,True,97978985.0,T-Pain-Turn All the Lights On (feat. Ne-Yo)
"Atrangi Re: Rait Zara Si Full Video |@ARRahman|Akshay, Dhanush,Sara,Arijit, Shashaa | Bhushan K",T-Series,82721044.0,794372.0,11692.0,True,True,85746449.0,A.R. Rahman-Rait Zara Si
Kordhell & Scarlxrd - I FEEL ALIVE (Lyrics),NUMB Lyrics,54714.0,1066.0,44.0,False,False,9018817.0,Kordhell-I FEEL ALIVE
AC/DC - Thunderstruck (Official Video),acdcVEVO,1224226060.0,5989128.0,153047.0,True,True,1088388556.0,AC/DC-Thunderstruck
Tory Lanez - Broke In A Minute *Directed & Edited by Tory Lanez*,Tory Lanez,30154731.0,518074.0,17267.0,False,True,273237961.0,Tory Lanez-Broke In A Minute
KORDHELL - LAND OF FIRE,KORDHELL,4933734.0,107200.0,2107.0,False,True,27926832.0,Kordhell-LAND OF FIRE
,,,,,,,219794068.0,Bob Marley & The Wailers-Waiting In Vain
David Bowie – Space Oddity (Official Video),David Bowie,109314906.0,954906.0,41700.0,True,True,309430985.0,David Bowie-Space Oddity - 2015 Remaster
Billy Joel - Only the Good Die Young (Official Audio),billyjoelVEVO,3628335.0,29395.0,763.0,True,True,147480448.0,Billy Joel-Only the Good Die Young
Juanes - Nada Valgo Sin Tu Amor,JuanesVEVO,71016227.0,347023.0,7441.0,True,True,111397248.0,Juanes-Nada Valgo Sin Tu Amor
MF DOOM - One Beer (Official Video),Rhymesayers Entertainment,2709558.0,69662.0,2432.0,True,True,71827455.0,MF DOOM-One Beer
The Highwaymen - Highwayman,HighwaymenVEVO,47676840.0,335190.0,16382.0,True,True,193343622.0,Johnny Cash-Highwayman
Rosemary live @ Rock Am Ring [5-10],Deftones.it,103341.0,3182.0,141.0,False,False,49317095.0,Deftones-Rosemary
50 Cent-Best Friend(Remix),Lightning,291023.0,5729.0,46.0,False,False,160037992.0,50 Cent-Best Friend - Remix
Father Stretch My Hands Pt. 1,Kanye West - Topic,47207589.0,587832.0,6406.0,True,True,627167330.0,Kanye West-Father Stretch My Hands Pt. 1
"Morat, Juanes - Besos En Guerra",MoratVEVO,556400144.0,2467146.0,36111.0,True,True,426730287.0,Juanes-Besos En Guerra
Moonage Daydream (2012 Remaster),David Bowie - Topic,8640940.0,121706.0,934.0,True,True,176688422.0,David Bowie-Moonage Daydream - 2012 Remaster
Pink Floyd - The Great Gig In The Sky (PULSE Restored & Re-Edited),Pink Floyd,7433876.0,83454.0,4099.0,True,True,,Pink Floyd-The Great Gig in the Sky
Billy Joel - Vienna (Audio),billyjoelVEVO,25313756.0,337872.0,8553.0,True,True,324222155.0,Billy Joel-Vienna
MGMT - She Works Out Too Much (Music Video),RedNose Productions,10598.0,554.0,37.0,False,False,20772958.0,MGMT-She Works Out Too Much
Farruko - Passion Whine ft. Sean Paul (Official Video),FARRUKOVEVO,528082104.0,1592808.0,25210.0,True,True,195678858.0,Farruko-Passion Whine
"Snoop Dogg - Ain't No Fun feat. Nate Dogg, Warren G, Kurupt",Iron POWER,15845590.0,154812.0,3393.0,False,False,4643075.0,Nate Dogg-Ain't No Fun (feat. Snoop Dogg & Warren G) - J. Period Remix
Oasis - She's Electric (Official Lyric Video),OasisVEVO,7313387.0,67141.0,2865.0,True,True,98442003.0,Oasis-She's Electric - Remastered
50 Cent - In Da Club (Official Music Video),50CentVEVO,1682616458.0,10481678.0,296745.0,True,True,1041736808.0,50 Cent-In Da Club
Yuvanshankar Raja | Goa - Kaadal Endral Video,SonyMusicSouthVEVO,1484196.0,45812.0,662.0,True,True,20229994.0,Yuvan Shankar Raja-Kaadhal Endral
Eminem - Till I Collapse Feat. Nate Dogg [OFFICIAL MUSIC VIDEO],Mydełko,1931315.0,18992.0,291.0,False,False,1548871694.0,Eminem-Till I Collapse
The Little Mermaid - Under the Sea (from The Little Mermaid) (Official Video),DisneyMusicVEVO,320120240.0,722050.0,0.0,True,True,233844328.0,Disney-Under the Sea
"Luis Miguel - ""No Sé Tú"" (Video Oficial)",Warner Music México,140665690.0,411448.0,15387.0,True,True,172275945.0,Luis Miguel-No Sé Tú
Pusha T - Scrape It Off The Top ft. Lil Uzi Vert & Don Toliver (Visualizer),PUSHA T,712131.0,13233.0,505.0,False,False,50148408.0,Don Toliver-Scrape It Off (feat. Lil Uzi Vert & Don Toliver)
Hans Zimmer - Day One (Interstellar Soundtrack),Jennyni20 (Epic Music),1914243.0,18952.0,715.0,False,False,99255767.0,Hans Zimmer-Day One (Interstellar Theme)
Eden Muñoz - Chale (Video Oficial),Eden Muñoz,296597400.0,1479011.0,15732.0,True,True,257271396.0,Eden Muñoz-Chale
Usher - DJ Got Us Fallin' In Love (Official Music Video) ft. Pitbull,UsherVEVO,354202310.0,2186380.0,135579.0,True,True,586592445.0,Usher-DJ Got Us Fallin' In Love (feat. Pitbull)
Rosa Linn - Snap - (Official Video),Rosa Linn,10365919.0,176135.0,3708.0,False,True,72852362.0,Rosa Linn-SNAP - High and Fast
Chris Brown - No Guidance (Official Video) ft. Drake,ChrisBrownVEVO,445294846.0,3501617.0,121415.0,True,True,866702211.0,Chris Brown-No Guidance (feat. Drake)
Korn - Got The Life (Official HD Video),KornVEVO,90180423.0,399935.0,17940.0,True,True,173847822.0,Korn-Got the Life
ENHYPEN (엔하이픈) 'Tamed-Dashed' Official MV,HYBE LABELS,43967168.0,2394951.0,217742.0,True,True,77213510.0,ENHYPEN-Tamed-Dashed
LA DIFERENCIA  VICENTE FERNANDEZ VIDEO ORIGINAL HD,URIEL MAHECHA,353283.0,1496.0,54.0,False,False,96720839.0,Vicente Fernández-La Diferencia
Stevie Wonder - Part Time Lover Official Video,Video hits,979994.0,16149.0,507.0,False,False,116649949.0,Stevie Wonder-Part-Time Lover
Ludacris - How Low,LudacrisVEVO,62485334.0,282704.0,12738.0,True,True,88908679.0,Ludacris-How Low
Natanael Cano - Porte Exuberante ft. Oscar Maydon [Official Video],Rancho Humilde,95631444.0,887225.0,15265.0,False,False,135203524.0,Oscar Maydon-Porte Exuberante
Monalisa (Remix)- Lojay ft Sarz & Chris Brown,O'niel Visuals,7338751.0,63534.0,1202.0,False,False,44683570.0,Chris Brown-Monalisa
Jack Johnson - Banana Pancakes (Kokua Festival 2010),JackJohnsonVEVO,6351940.0,19794.0,602.0,True,True,454725475.0,Jack Johnson-Banana Pancakes
Varios Artistas Latinos - EL Ultimo Adios,Catheleya R,764831.0,5730.0,472.0,False,False,169769959.0,Alejandro Sanz-El Ultimo Adiós - Varios Artistas Version
Alejandro Fernández - Caballero (Video Oficial),AFernandezVEVO,115255907.0,410778.0,11398.0,True,True,156464615.0,Alejandro Fernández-Caballero
"You Should Be Dancing (Edit / From ""Saturday Night Fever"" Soundtrack)",Bee Gees - Topic,11483424.0,112139.0,298.0,True,True,155404216.0,"Bee Gees-You Should Be Dancing - Edit / From ""Saturday Night Fever"" Soundtrack"
The Cure - The Lovecats,TheCureVEVO,16892620.0,223582.0,3957.0,True,True,68848994.0,The Cure-The Lovecats
Pink floyd - Wish you were here (Original version),Parsifal Climacus,328482.0,5849.0,230.0,False,False,557368632.0,Pink Floyd-Wish You Were Here
"Calvin Harris - Stay With Me (Official Video) ft Justin Timberlake, Halsey & Pharrell",CalvinHarrisVEVO,26641550.0,315368.0,9132.0,True,True,99934776.0,"Pharrell Williams-Stay With Me (with Justin Timberlake, Halsey & Pharrell)"
